Date,Startup Name,Industry Vertical,SubVertical,Location,Investors Name,InvestmentnType,Amount
2015-07-04,Elani,P2P Pre-Owned Goods Marketplace,,Bangalore,"Aneesh reddy,Rebright partners,Tracxn labs",Seed Funding,0.0
2015-07-03,Goqii,Mobile Fitness Marketplace,,Mumbai,Vijay shekhar sharma,Private Equity,0.0
2015-07-03,Culturealley,Language Learning App,,Jaipur,Tiger global,Private Equity,53.62
2015-07-03,Gingercrush,Custom Merchandize Platform,,Ahmedabad,"Brand capital,Gokul jaykrishna",Seed Funding,8.25
2015-07-02,Zenatix,Internet Of Things Platform,,Gurgaon,"Kunal bahl,Rahul khanna,Rajan anandan,Rohit bansal",Seed Funding,1.33
2015-07-02,Goz,Used Car Marketplace,,Bangalore,Saif partners,Private Equity,41.25
2015-07-02,Bankbazaar,Online Financial Services,,Chennai,"Amazon,Fidelity growth partners,Mousse partners",Private Equity,495.0
2015-07-01,Cloudcherry analytics,Crm / Analytics Platform,,Chennai,"Idg ventures india,The chennai angels",Seed Funding,8.25
2015-07-01,Parcelled,Online Logistics Platform,,Bangalore,"Delhivery,Tracxn labs",Seed Funding,0.0
2015-07-01,Retigence technologies,Business It Intelligence Services,,Mumbai,Omnivore partners,Private Equity,0.0
2015-07-01,Idreamcareer,Ed-Tech Platform,,New Delhi,"Ah! ventures,Mohit satyanand & others,Vivek joshi",Seed Funding,0.0
2015-07-01,Handyhome,Hyperlocal Electronics Repair Service,,Mumbai,"Bessemer ventures,Kae capital",Seed Funding,5.2
2015-07-01,Nxtgen,It Infrastructure & Data Center Services,,Bangalore,"Axon partners,Ifc,Intel capital",Private Equity,111.38
2015-07-01,Ola cabs,Cab Rental Mobile App,,Bangalore,Ratan tata,Private Equity,0.0
2015-06-30,Mycfo,Wealth Management Platform,,Mumbai,Sameer koticha,Private Equity,12.38
2015-06-30,Flatchat,Flat Rental Mobile App,,Bangalore,Commonfloor,Private Equity,20.62
2015-06-30,Aagaar,Hyperlocal Grocery Delivery,,Gurgaon,Group of investors,Seed Funding,0.0
2015-06-30,Railyatri,Railways Information Mobile App,,Bangalore,"Blume ventures and ujama,Helion ventures,Omidiyar network",Private Equity,0.0
2015-06-30,Buttercups,Online Lingerie Platform,,Bangalore,"Angie mahtaney,Kanwaljit singh,Manoj varghese",Seed Funding,0.0
2015-06-29,Stayglad,Beauty Services Mobile Marketplace,,Bangalore,"Sahil barua,Tracxn labs",Seed Funding,0.0
2015-06-29,Urbanclap,Hyperlocal Services Marketplace,,New Delhi,"Accel partners,Saif partners",Private Equity,82.5
2015-06-29,Adwyze,Marketing / Advertising Automation Platform,,Bangalore,Mape advisory,Seed Funding,8.25
2015-06-29,Zimmber,Hyperlocal Handyman Services,,Mumbai,"Amit gupta,Manish dugar,Mohit saxena,Naveen tiwari,Piyush shah",Seed Funding,3.3
2015-06-26,Getmypeon,Hyperlocal Handyman Services,,Mumbai,Undisclosed investors,Seed Funding,2.06
2015-06-26,Creditmantri,Credit Management Services,,Chennai,"Accion venture lab,Elevar equity,Idg ventures india",Private Equity,20.62
2015-06-25,Zinka,Freight Logistics Platform,,Bangalore,"Accel partners,Flipkart",Private Equity,49.5
2015-06-25,Fusion microfinance,Micro Finance Platform,,New Delhi,"Development finance institution belgian investment company,Oikocredit",Private Equity,70.95
2015-06-24,Retention.ai,App Analytics Platform,,Bangalore,"Anshu sharma,Mercury fund,Pratyush prasanna,Robert winters & others",Seed Funding,4.12
2015-06-24,The porter,Logistics Tech,,Mumbai,"Anupam mittal,Kae capital,Sandeep tandon,Sequoia capital",Private Equity,45.38
2015-06-24,Sigrid education,Online Education Platform,,Noida,Oliphans capital,Seed Funding,0.0
2015-06-24,Syona cosmetics,Beauty And Wellness Platform,,Chennai,Chennai angels,Seed Funding,0.0
2015-06-24,Labinapp,Science Learning App,,Bangalore,Unitus seed fund,Seed Funding,0.0
2015-06-23,Treeb,Online Budget Hotel Booking Service,,Bangalore,"Matrix partners india,Saif partners",Private Equity,49.5
2015-06-23,Goodservice,Mobile Chat Based Concierge Service,,New Delhi,Sequoia capital,Private Equity,13.2
2015-06-23,Healthians,Preventive Healthcare Services,,Hyderabad,Youwecan ventures,Seed Funding,0.0
2015-06-23,Edukart,Online Education Marketplace,,New Delhi,"500 startups,Amit patni,Holostik group,Manish kheterpal,Vijay shekhar sharma,Youwecan ventures",Private Equity,8.25
2015-06-22,Vidgyor,Video Advertisement Platform,,Bangalore,Angelprime,Seed Funding,4.12
2015-06-22,Skillangels,Brain Games Platform,,Chennai,Sprout angels llp,Seed Funding,0.0
2015-06-22,Ixig,Travel Search Engine,,Gurgaon,Micromax informatics,Private Equity,0.0
2015-06-22,Elong,Data Driven Recruitment Recommendation,,Bangalore,"Blume ventures,Kunal bahl,Phanindra sama,Raju reddy,Rohit bansal",Private Equity,41.25
2015-06-22,Banihal,Algorithmic Match Making Platform,,New Delhi / California,Dr david cheriton,Seed Funding,0.0
2015-06-21,Holachef,Food Delivery Platform,,Mumbai,"India quotient,Kalaari capital",Private Equity,25.57
2015-06-20,Tracxn,Startup Funding Platform,,Bangalore,"Bunny bansal & other investors,Sachin bansal",Private Equity,82.5
2015-06-20,Cupick,Social Network For Artists,,Bangalore,Group of angel investors from us/india,Seed Funding,0.99
2015-06-19,Housejoy,Home Services Marketplace,,Bangalore,Matrix partners,Private Equity,33.0
2015-06-19,Fundsindia,Financial Services Platform,,Chennai,"Faering capital,Foundation capital,Inventus capital partners",Private Equity,90.75
2015-06-18,Cakart.in,Online Education Marketplace,,Bangalore,Sunil maheshwari & group of investors,Seed Funding,0.0
2015-06-18,Healthifyme,Health & Fitness App,,Bangalore,"Amit gupta,Gopal srinivasan,Pallav nadhani,Sashi reddy",Private Equity,0.0
2015-06-18,Hansa customer equity,It / Customer Engagement Consulting,,Mumbai,Ask pravi,Private Equity,41.25
2015-06-18,Fracktal works,3D Printer Manufacturer,,Bangalore,Neoteric infomatique limited,Private Equity,24.75
2015-06-18,Moov,On-Demand Logistics Service,,New Delhi,Youwecan ventures,Seed Funding,0.0
2015-06-17,Mydentist,Dental Clinic Chain,,Mumbai,"Asian healthcare fund,Lgt group,Seedfund",Private Equity,67.65
2015-06-17,Jiffstore,Online Grocery Platform,,Bangalore,"Times internet,Unitus seed fund",Seed Funding,0.0
2015-06-17,Babychakra,Parents & Kids Online Platform,,Mumbai,"Jatin aneja,Karan maheshwari,Kishor ganji,Mumbai angels,Patni family office,Roopa nath,Singapore angel network",Seed Funding,0.0
2015-06-16,Foodabhi,Online Tiffin Service Aggregator,,Mumbai,Group of angel investors,Seed Funding,0.0
2015-06-16,Karma recycling,Electronic Goods Recycling Service,,Delhi,"Infuse ventures,Low carbon enterprise fund",Private Equity,0.0
2015-06-16,Couponraja,Online Coupon & Comparison Platform,,Mumbai,"Mahesh pratapneni,Pallab chatterjee & others",Seed Funding,4.12
2015-06-15,Homelane,Home Furnishing Solutions,,Bangalore,Sequoia capital,Private Equity,412.5
2015-06-15,Shippr,Intra-City Logistics Service,,Bangalore,I2india pvt ltd,Seed Funding,4.12
2015-06-15,Istar,Skill Training & Placement Platform,,Bangalore,Unitus seed fund,Private Equity,0.0
2015-06-12,La renon,Global Healthcare Products,,Ahmedabad,Sequoia capital,Private Equity,132.0
2015-06-11,Faircent,Peer To Peer Lending Platform,,Gurgaon,M&s partners pte. ltd,Seed Funding,2.06
2015-06-11,Adstringo,Mobile Compression Software,,Mumbai,"Arihant patni,Vishal khare,Viswanath ramachandran",Seed Funding,2.89
2015-06-10,Voonik,Fashion Ecommerce Store,,Bangalore,"Seedfund,Sequoia capital",Private Equity,41.25
2015-06-10,Guidd,Travel Guide Mobile App,,Mumbai,"Pawan borle,Svp fly dubai & others",Seed Funding,0.0
2015-06-09,Teritree,Digital Marketing Services,,Bangalore,Kcl,Seed Funding,1.16
2015-06-09,Printland,Online Printing Services,,New Delhi,Sidbi venture capital ltd,Private Equity,0.0
2015-06-09,Paymang,Mobile Commerce Platform,,Gurgaon,Group of angel investors,Seed Funding,1.93
2015-06-09,Swiggy,Online Food Ordering,,Bangalore,"Accel partners,Norwest venture partners,Saif partners",Private Equity,136.12
2015-06-09,Clovia,Private Label Lingerie Ecommerce,,New Delhi,Ivycap ventures,Private Equity,41.25
2015-06-08,Postergully,Artist / Designer Marketplace,,New Delhi,"& other angel investors.,Natarajan iyer,Rajesh sawhney",Seed Funding,0.0
2015-06-08,Applied solar technologies,Off-Grid Solar Power,,Mumbai,"Bessemer venture,Capricorn investment and ifc,Future fund",Private Equity,330.0
2015-06-05,Jugn,Auto Rickshaw Based Services,,Chandigarh,"Paytm,Snow leopard",Private Equity,41.25
2015-06-05,Medwell ventures,Healthcare\\Nservice Provider,,Bangalore,"Fidelity biosciences,Fidelity growth partners",Private Equity,82.5
2015-06-04,Flipkart,Ecommerce Platform,,Bangalore,Morgan stanley,Private Equity,412.5
2015-06-04,Zopper,Hyperlocal Shopping App,,Mumbai,"Nirvana ventures advisors,Tiger global",Private Equity,165.0
2015-06-04,Vidooly,Video Intelligence Platform,,Noida,Bessemer venture partners,Private Equity,8.25
2015-06-04,Ecom express,Logistics Solution Provider,,New Delhi,Warburg pincus,Private Equity,1130.25
2015-06-03,Kaaryah,Women Lifestyle Marketplace,,Gurgaon,Ratan tata,Seed Funding,0.0
2015-06-03,Icustomadeit,Bespoke Merchandize Marketplace,,Pune,"Dr paresh doshi,Virendra shahney",Seed Funding,2.06
2015-06-03,Mypoolin,P2P Payments Platform,,New Delhi,"Amit ranjan,Arjun malhotra,Gautam gandhi,Rajan anandan,Rohan malhotra,Sharad sharma,Sunil kalra",Seed Funding,0.0
2015-06-03,Little black book delhi,Online City & Lifestyle Guide,,New Delhi,"Niraj singh,Rajan anandan,Sachin bhatia,Singapore angel network & aseem vadehra",Seed Funding,1.24
2015-06-03,Arkin net,Data Center Software Platform,,Pune / US,Nexus venture partners,Private Equity,123.75
2015-06-03,Mytaxiindia,Online Car Rental Affiliates,,New Delhi,Green house ventures,Seed Funding,0.82
2015-06-03,Propstack,Real Estate Intelligence Platform,,Mumbai,Dmg information,Private Equity,24.75
2015-06-03,Entropy innovations,Engineering Innovations,,Mumbai,Mark mobius & 9 other angel investors,Seed Funding,0.0
2015-06-02,Saama,Big Data & Analytics Services,,Pune / US,Carrick capital partners,Private Equity,288.75
2015-06-02,Allizhealth,Preventive Healthcare Services,,Pune,Mumbai angels & other angel investors,Seed Funding,2.89
2015-06-02,Karma healthcare,Tech-Enabled Rural Healthcare Services,,Udaipur,Ennovent impact investment holding,Private Equity,0.0
2015-06-01,Arth designbuild,Architectural Design & Consulting,,Hyderabad,Srinivas tirupati,Seed Funding,4.12
2015-06-01,Proviera,Probiotic Technology Products Manufacturer,,Chennai,Infuse ventures,Private Equity,4.54
2015-06-01,Glamrs,Online Fashion Video Portal,,Mumbai,"Batlivala & karani securities,Blume ventures,Nikunj jhaveri,Ventureworks india",Private Equity,8.25
2015-06-01,Credr,Used Two-Wheeler Marketplace,,Mumbai,Growthstory,Seed Funding,0.0
2015-06-01,Eattreatonline,Healthy Food Online Community,,New Delhi,Group of 15 angel investors,Seed Funding,2.89
2015-06-01,Meritnation,Online Learning Platform,,New Delhi,Infoedge,Private Equity,33.0
2015-06-01,Truebil,Used Car Marketplace,,Mumbai,"Anupam mittal,Kae capital",Seed Funding,4.12
2015-06-01,Veeba foods,Healthy Food Manufacturer,,New Delhi,"Dsg consumer partners,Saama capital.",Private Equity,49.5
2015-06-01,Vy,Beauty And Wellness Platform,,New Delhi,Aprameya radhakrishna,Seed Funding,0.0
2015-05-30,Ather energy,Electric Scooter Manufacturer,,Bangalore,Tiger global,Private Equity,99.0
2015-05-28,Truweight,Weight Management Service,,Hyderabad,Kalaari capital,Private Equity,0.0
2015-05-28,Zoomcar,Self-Driven Car Rental,,Bangalore,Sequoia capital,Private Equity,41.25
2015-05-28,Thekarrier,Last Mile Logistics,,Bangalore,"Nikunj jain,Outbox ventures,Sol primero",Seed Funding,1.98
2015-05-27,Postman,Api Workflow Platform,,Bangalore,Nexus venture partners,Seed Funding,8.25
2015-05-27,Fleetrover,Logistics Intelligence,,Goa,"Sanjay venkat,Tim chen",Seed Funding,1.49
2015-05-27,Casa2inns,Affordable Hotel Booking Online,,New Delhi,"Accel partners,Kalaari capital",Private Equity,41.25
2015-05-26,Renderlogy,Online Home D\\Xc3\\Xa9Cor,,Hyderabad,Astarc ventures,Private Equity,8.25
2015-05-26,Goodbox,On-Demand Business Messaging,,Bangalore,Manipal group,Seed Funding,1.65
2015-05-26,Urbanpr,On-Demand Service Marketplace,,Bangalore,Nirvana venture advisors,Private Equity,16.5
2015-05-25,Newgen payments,Payments Solution Provider,,New Delhi,Jan manten,Seed Funding,0.0
2015-05-25,Zenparent,Parents Focused Web Content,,Bangalore,I2india ventures,Seed Funding,4.12
2015-05-25,Razorpay,Online Payment Gateway,,Bangalore,Punit soni,Seed Funding,0.0
2015-05-22,Eveningflavors,Online Table Reservation,,Bangalore,Sandiep shrivatsava,Seed Funding,4.12
2015-05-22,Cardekh,Online Car Portal,,Jaipur,Hdfc bank,Private Equity,0.0
2015-05-22,Nudgespot,Customer Engagement Platform,,Bangalore,"Anoop goyal,Kae capital,Mike shah,Va sastry",Seed Funding,5.16
2015-05-21,Sunterrace,Rooftop Solar Plants,,New Delhi,Sunergy investors,Private Equity,0.0
2015-05-20,Lookup,B2C Messaging App,,Bangalore,Biz stone,Private Equity,24.75
2015-05-19,Meetuniv,Online Ed-Tech Platform,,Noida,Peesh venture capital,Seed Funding,8.25
2015-05-19,Cooey,Health Mobile App,,Bangalore,Subhash goyal,Seed Funding,3.88
2015-05-19,Chaayos,Offline Tea Chain,,New Delhi,Tiger global management,Private Equity,8.25
2015-05-19,Trucksfirst,Trucking Logistic Operations,,Gurgaon,Saif partners,Private Equity,82.5
2015-05-19,Akosha,Business Messaging App,,New Delhi,Sequoia capital,Private Equity,132.0
2015-05-19,Crown-it,Hyperlocal Mobile Marketplace,,Gurgaon,"Accel partners,Helion venture partners",Private Equity,45.38
2015-05-18,Thebetterindia,Online News Media,,Bangalore,Mohandas pai,Seed Funding,0.0
2015-05-18,Awaaz de,Enterprise Communication Platform,,Ahmedabad,Samir shah,Seed Funding,0.0
2015-05-15,Venturesity,Online Job Skills Showcase,,Bangalore,"Hemant kanakia,Jay sethuram,Phanindra sama,Ravi trivedi",Seed Funding,2.23
2015-05-14,Indianroots,Lifestyle Ecommerce Portal,,Gurgaon,Kjs group,Private Equity,41.25
2015-05-14,Redpolka,Online Fashion Aggregator,,Mumbai,Undisclosed investors,Seed Funding,2.06
2015-05-13,Innovaccer,Intelligent Data Analytics,,Noida,"Aneesh reddy,Rajan anandan,Teru sato,Venkatesh valluri",Seed Funding,0.0
2015-05-13,Mycuteoffice,Online Office Rental,,Mumbai,Lead angels,Seed Funding,0.0
2015-05-12,Plancess,Online Education Platform,,Mumbai,"Chandrakant gogri,Rajendra gogri",Seed Funding,16.5
2015-05-12,Wassup,Mobile Laundry Cleaning Service,,Chennai,"Arun chandra mohan,Praveen sinha",Private Equity,16.5
2015-05-12,Zapstitch,Cloud Data Integration Platform,,Bangalore,"Helion venture partners,Orios venture partners",Private Equity,16.5
2015-05-12,Mobiefit,Mobile Fitness App,,Goa,Prototyze,Seed Funding,0.0
2015-05-12,Workhorse,Service-On-Demand Mobile App,,Mumbai,Undisclosed investors,Seed Funding,0.0
2015-05-08,Healthifyme,Health & Fitness App,,Bangalore,Micromax informatics,Private Equity,0.0
2015-05-08,Grandopinion,Online Medical Diagnostic,,New Delhi,Florida based angel investor,Seed Funding,1.24
2015-05-08,Uniken,Online Security Platform,,Pune,Exfinity ventures,Private Equity,16.5
2015-05-08,Kleverkid,Online Education Platform,,New Delhi,Aarin capital partners,Seed Funding,0.0
2015-05-08,Buyhatke,Online Product Comparison,,Bangalore,"Beenos,S.gopalakrishnan",Seed Funding,8.25
2015-05-07,Uniphore,Speech Recognition Solutions,,Chennai,"Idg ventures,Kris gopalakrishnan",Private Equity,0.0
2015-05-07,Box8,Online Food Delivery,,Mumbai,Mayfield ventures,Private Equity,28.88
2015-05-07,Toppr,Online Education Platform,,Mumbai,"Fidelity growth partners india,Helion ventures,Saif partners",Private Equity,82.5
2015-05-07,Vedantu,Online Education Platform,,Bangalore,"Accel partners,Tiger global management",Private Equity,41.25
2015-05-06,Swiggy,Online Food Delivery,,Bangalore,Norwest venture partners,Private Equity,123.75
2015-05-06,Delhivery,Ecommerce Logistics,,Gurgaon,"Multiples alternate asset management,Nexus venture partners,Tiger global management,Times internet",Private Equity,701.25
2015-05-05,Customer360,Customer Engagement Platform,,Mumbai,Vishwas patel,Seed Funding,0.0
2015-05-05,Fintellix,Banking Analytics Platform,,Bangalore,"Idg ventures,Sequoia capital",Private Equity,123.75
2015-05-05,Square yards,Real Estate Advisory,,Gurgaon,Undisclosed investors,Private Equity,49.5
2015-05-05,Ignis careers,Career Development,,Hyderabad,Acumen fund,Seed Funding,2.06
2015-05-05,Seed schools,Affordable Education,,Hyderabad,Acumen fund,Seed Funding,5.36
2015-05-04,Applicate,Workforce Management Software,,Bangalore,"Amit gupta,Rajiv nayan,Rishi vasudev",Seed Funding,4.54
2015-05-04,World art community,Online Art Marketplace,,Gurgaon,Viraj tyagi & others,Seed Funding,1.65
2015-05-04,Spoonjoy,Online Food Delivery,,Bangalore,Saif partners,Seed Funding,8.25
2015-05-01,Termsheet,Fund Raising Platform,,Chennai,"Anand vijay,Azmul haque,Gaurav lochan,Keith rodricks,Nikhil bagri,Nipun dureja,Satyajit heeralal",Seed Funding,0.82
2015-05-01,Foodpanda,Online Food Delivery,,Gurgaon,"Goldman sachs,Rocket internet",Private Equity,825.0
2015-04-29,Piqube,Hiring Analytics Platform,,Chennai,The hr fund,Seed Funding,4.12
2015-04-29,Tradelab,Financial Markets Software,,Bangalore,Rainmatter,Seed Funding,3.3
2015-04-29,Daz,Mobile Food Ordering App,,Bangalore,"Alok goel,Amit agrawal,Aprameya radhakrishna,Ashish dev kapur,Gaurav munjal,Rajan anandan,Sumit jain,Vinay goel",Seed Funding,0.0
2015-04-29,Tracxn,Startup Analytics Platform,,Bangalore,Saif partners,Private Equity,28.88
2015-04-29,Icertis,Cloud Enterprise Software,,Pune / US,"Fidelity growth partners,Greycroft partners",Private Equity,49.5
2015-04-29,Reglobe,Used Gadgets Buy / Refurbishing,,Gurgaon,"Bessemer ventures,Blume ventures",Seed Funding,8.25
2015-04-29,Travel triangle,Online Travel Marketplace,,Noida,"Bessemer venture partners,Saif partners",Private Equity,66.0
2015-04-28,Naaptol,Tele-Shopping / Ecommerce,,Mumbai,Mitsui & co & existing investors,Private Equity,177.38
2015-04-28,Jay robotix,Robotic Program Learning,,Hyderabad,Cross border angels & others,Seed Funding,2.06
2015-04-28,Urban ladder,Online Furniture Ecommerce,,Bangalore,"Anand rajaraman,Venky harinarayan",Private Equity,0.0
2015-04-28,Babajobs,Grey Collar Job Board,,Bangalore,Seek ltd & affiliates,Private Equity,82.5
2015-04-27,Gibbs,Clean Tech,,New Delhi,Infuse ventures fund,Private Equity,0.0
2015-04-27,Logicroots,Interactive Educational Games,,Jaipur,"91springboard,Ah! ventures,Calcutta angels",Seed Funding,3.3
2015-04-27,Torqus,Restaurant Management Platform,,Pune,S s mukherji & others,Seed Funding,2.89
2015-04-27,Grab,Food Logistics & Delivery,,Mumbai,"Haresh chawla,Oliphans capital",Seed Funding,8.25
2015-04-24,Coverfox,Online Insurance Aggregator,,Mumbai,"Accel india,Accel us,Saif partners.",Private Equity,99.0
2015-04-23,Headout,Last Minute Travel Deals Mobile Marketplace,,Bangalore / SFO,"500 startups,Nexus venture partners and arena ventures,Version one ventures",Seed Funding,14.85
2015-04-23,Simplilearn,Online Certification Courses,,Bangalore,"Helion ventures,Kalaari capital,Mayfield ventures",Private Equity,123.75
